"id_individu","age","genre","niveau_etudes","langue_domicile","region","departement","milieu","commune","arrondismt","statut_emploi_principal","activite_principale","activite_secondaire","privation_revenus","activite_principale_isic_section","activite_principale_isic_libelle","activite_secondaire_isic_section","activite_secondaire_isic_libelle","radio","television","vehicule","ordinateur","telephone","internet","score_actifs","source_eau","assainissement","electricite_acces","electricite_freq","round_afrobarometer","annee_enquete","pays"
168174200,26,"Homme","Secondaire complet",2,"Dakar",2,"Urbain",2,6,"Employé à temps plein",NA,NA,1,NA,NA,NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168174201,48,"Femme","Primaire incomplet",660,"Dakar",2,"Urbain",2,6,"Inactif (ne cherche pas)",10,NA,2,"T","T - Ménages en tant qu'employeurs",NA,NA,1,1,0,0,1,0,3,"Fontaine publique",3,"Non",NA,9,2022,"SEN"
168175052,61,"Homme",NA,660,"Dakar",2,"Urbain",2,14,"Inactif (ne cherche pas)",7777,11,2,NA,NA,"G","G - Commerce; réparation d'automobiles",1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168175366,29,"Femme",NA,660,"Dakar",2,"Urbain",2,14,"Chômeur (cherche un emploi)",7777,1,2,NA,NA,NA,"Non applicable (étudiant)",1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168175390,41,"Homme","Primaire incomplet",660,"Dakar",2,"Urbain",2,14,"Inactif (ne cherche pas)",6,NA,2,"O","O - Administration publique et défense",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168176904,40,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,14,"Chômeur (cherche un emploi)",0,NA,3,NA,"Non applicable (sans emploi)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",2,"Oui",1,9,2022,"SEN"
168176911,40,"Homme",NA,660,"Dakar",2,"Urbain",2,14,"Employé à temps plein",11,NA,4,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168180884,25,"Femme","Primaire incomplet",660,"Dakar",4,"Urbain",6,22,"Chômeur (cherche un emploi)",4,NA,0,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,1,1,1,4,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168180893,35,"Homme","Primaire incomplet",660,"Dakar",4,"Urbain",6,22,"Employé à temps partiel",6,NA,0,"O","O - Administration publique et défense",NA,NA,0,1,0,1,1,1,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168180975,23,"Femme","Secondaire complet",661,"Dakar",4,"Urbain",4,19,"Employé à temps partiel",4,NA,0,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168180976,66,"Homme","Post-secondaire incomplet",660,"Dakar",4,"Urbain",4,19,"Inactif (ne cherche pas)",7777,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168194192,19,"Homme","Enseignement informel/coranique",660,"Dakar",4,"Urbain",6,22,"Chômeur (cherche un emploi)",6,NA,3,"O","O - Administration publique et défense",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168194193,27,"Homme",NA,661,"Dakar",4,"Urbain",4,20,"Chômeur (cherche un emploi)",1,NA,4,NA,"Non applicable (étudiant)",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168194194,47,"Femme","Secondaire incomplet",662,"Dakar",4,"Urbain",4,19,"Employé à temps plein",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168202342,57,"Homme","Primaire complet",662,"Dakar",4,"Urbain",6,21,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168202343,49,"Femme","Secondaire incomplet",660,"Dakar",4,"Urbain",6,21,"Inactif (ne cherche pas)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,0,0,0,0,1,1,2,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168202344,43,"Homme","Secondaire incomplet",660,"Dakar",4,"Urbain",6,22,"Employé à temps plein",NA,NA,3,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168202345,48,"Femme","Primaire incomplet",660,"Dakar",4,"Urbain",6,22,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,0,0,0,1,0,2,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168202346,37,"Femme","Primaire incomplet",660,"Dakar",4,"Urbain",4,19,"Employé à temps plein",11,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168203721,19,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,NA,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168203722,35,"Femme","Secondaire incomplet",660,"Dakar",2,"Urbain",2,3,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168204617,22,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,24,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,0,0,1,1,4,NA,3,"Oui",4,9,2022,"SEN"
168204618,29,"Homme",NA,660,"Dakar",5,"Urbain",NA,24,"Chômeur (cherche un emploi)",7777,4,0,NA,NA,"G","G - Commerce; réparation d'automobiles",0,1,0,1,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168205235,30,"Homme","Aucun enseignement formel",660,"Dakar",5,"Urbain",NA,24,"Inactif (ne cherche pas)",6,NA,2,"O","O - Administration publique et défense",NA,NA,1,1,0,0,1,1,4,"Fontaine publique",3,"Oui",4,9,2022,"SEN"
168205236,57,"Femme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,24,"Inactif (ne cherche pas)",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",2,"Oui",3,9,2022,"SEN"
168207236,36,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,24,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,0,1,0,0,1,0,2,"Fontaine publique",3,"Oui",2,9,2022,"SEN"
168207237,28,"Homme","Primaire complet",664,"Dakar",5,"Urbain",NA,24,"Employé à temps partiel",NA,NA,0,NA,NA,NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168208086,31,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,24,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168208087,42,"Femme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,24,"Inactif (ne cherche pas)",5,NA,4,"C","C - Industrie manufacturière",NA,NA,1,1,0,0,1,0,3,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168210497,52,"Homme","Secondaire incomplet",662,"Thiès",40,"Urbain",85,118,"Inactif (ne cherche pas)",10,NA,0,"T","T - Ménages en tant qu'employeurs",NA,NA,1,1,1,0,1,1,5,"Robinet dans la maison",2,"Oui",5,9,2022,"SEN"
168210498,27,"Femme","Secondaire incomplet",660,"Thiès",40,"Urbain",85,118,"Chômeur (cherche un emploi)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168210508,32,"Femme","Aucun enseignement formel",662,"Thiès",40,"Urbain",85,118,"Chômeur (cherche un emploi)",2,NA,0,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,1,4,"Robinet dans la cour/concession",1,"Oui",2,9,2022,"SEN"
168210509,35,"Homme",NA,662,"Thiès",40,"Urbain",85,118,"Employé à temps plein",11,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168211346,45,"Femme","Aucun enseignement formel",662,"Thiès",40,"Urbain",85,118,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,1,4,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
168211347,19,"Homme","Enseignement informel/coranique",660,"Thiès",40,"Urbain",85,118,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,1,0,0,1,1,1,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168212770,20,"Femme",NA,662,"Thiès",40,"Urbain",85,118,"Inactif (ne cherche pas)",1,NA,0,NA,"Non applicable (étudiant)",NA,NA,0,0,1,1,1,1,4,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168212771,19,"Homme","Secondaire incomplet",662,"Thiès",40,"Urbain",85,118,"Inactif (ne cherche pas)",1,NA,0,NA,"Non applicable (étudiant)",NA,NA,0,1,1,1,1,1,5,"Robinet dans la cour/concession",2,"Oui",2,9,2022,"SEN"
168214379,40,"Femme","Primaire incomplet",660,"Dakar",4,"Urbain",5,20,"Inactif (ne cherche pas)",2,NA,4,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168214380,45,"Homme","Secondaire complet",660,"Dakar",4,"Urbain",5,20,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168217451,41,"Homme","Aucun enseignement formel",661,"Louga",24,"Rural",43,72,"Chômeur (cherche un emploi)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,1,1,1,0,5,"Robinet dans la maison",1,"Non",NA,9,2022,"SEN"
168217452,30,"Femme","Aucun enseignement formel",660,"Louga",24,"Rural",43,72,"Inactif (ne cherche pas)",5,NA,4,"C","C - Industrie manufacturière",NA,NA,1,1,0,1,1,0,4,"Robinet dans la maison",1,"Non",NA,9,2022,"SEN"
168222332,28,"Femme","Secondaire incomplet",660,"Louga",24,"Rural",43,72,"Inactif (ne cherche pas)",0,NA,0,NA,"Non applicable (sans emploi)",NA,NA,0,1,1,0,1,1,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168222333,75,"Homme","Aucun enseignement formel",660,"Louga",24,"Rural",43,72,"Inactif (ne cherche pas)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,0,1,0,0,1,NA,NA,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168223354,46,"Homme","Secondaire incomplet",660,"Louga",24,"Rural",43,72,"Employé à temps partiel",NA,NA,2,NA,NA,NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168223482,29,"Femme","Aucun enseignement formel",660,"Louga",24,"Rural",43,72,"Inactif (ne cherche pas)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168223483,64,"Homme","Aucun enseignement formel",660,"Louga",24,"Rural",43,72,"Inactif (ne cherche pas)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,1,1,1,NA,NA,"Robinet dans la maison",1,"Non",NA,9,2022,"SEN"
168235411,43,"Homme",NA,660,"Dakar",2,"Urbain",2,NA,"Employé à temps plein",11,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",2,"Oui",5,9,2022,"SEN"
168235447,48,"Femme","Secondaire complet",660,"Dakar",2,"Urbain",2,14,"Inactif (ne cherche pas)",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168237361,36,"Homme","Enseignement informel/coranique",660,"Dakar",2,"Urbain",2,14,"Employé à temps partiel",6,NA,0,"O","O - Administration publique et défense",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168240549,27,"Femme","Enseignement informel/coranique",661,"Dakar",4,"Urbain",4,20,"Employé à temps partiel",11,NA,4,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168240574,23,"Homme",NA,660,"Dakar",4,"Urbain",4,19,"Inactif (ne cherche pas)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168245766,28,"Femme","Post-secondaire incomplet",662,"Thiès",40,"Rural",77,108,"Chômeur (cherche un emploi)",1,NA,2,NA,"Non applicable (étudiant)",NA,NA,0,1,0,0,1,1,3,"Robinet dans la cour/concession",2,"Oui",4,9,2022,"SEN"
168245777,19,"Homme","Secondaire incomplet",660,"Thiès",40,"Rural",77,108,"Employé à temps plein",NA,NA,3,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168245909,49,"Homme","Enseignement informel/coranique",661,"Thiès",40,"Rural",77,108,"Employé à temps partiel",NA,NA,3,NA,NA,NA,NA,1,1,0,0,1,0,3,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
168245910,32,"Femme","Aucun enseignement formel",662,"Thiès",40,"Rural",77,108,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,1,0,1,NA,NA,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168246639,64,"Homme","Primaire complet",660,"Thiès",40,"Rural",77,108,"Inactif (ne cherche pas)",7777,3,2,NA,NA,"A","A - Agriculture, sylviculture et pêche",1,1,1,0,1,0,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168246640,45,"Femme","Aucun enseignement formel",660,"Thiès",40,"Rural",77,108,"Inactif (ne cherche pas)",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,0,1,0,2,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168247116,63,"Femme","Aucun enseignement formel",662,"Thiès",40,"Rural",77,108,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,1,1,0,4,"Robinet dans la cour/concession",1,"Oui",4,9,2022,"SEN"
168247117,41,"Homme","Enseignement informel/coranique",662,"Thiès",40,"Rural",77,108,"Employé à temps partiel",NA,NA,3,NA,NA,NA,NA,1,1,1,0,1,0,4,"Robinet dans la cour/concession",1,"Oui",2,9,2022,"SEN"
168251057,59,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,25,"Inactif (ne cherche pas)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168251058,47,"Homme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,25,"Inactif (ne cherche pas)",4,NA,2,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168251059,47,"Homme","Enseignement informel/coranique",661,"Dakar",5,"Urbain",NA,27,"Inactif (ne cherche pas)",NA,NA,3,NA,NA,NA,NA,1,1,1,0,1,1,5,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168251060,42,"Femme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,27,"Inactif (ne cherche pas)",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,1,0,1,NA,NA,"Fontaine publique",3,"Oui",4,9,2022,"SEN"
168252440,55,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,25,"Inactif (ne cherche pas)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168252441,35,"Femme","Primaire complet",662,"Dakar",5,"Urbain",NA,27,"Inactif (ne cherche pas)",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168252442,67,"Homme","Secondaire incomplet",667,"Dakar",5,"Urbain",NA,27,"Inactif (ne cherche pas)",7777,1,4,NA,NA,NA,"Non applicable (étudiant)",0,1,1,1,1,0,4,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168254446,19,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,25,"Chômeur (cherche un emploi)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,1,1,1,5,"Fontaine publique",3,"Oui",2,9,2022,"SEN"
168254448,28,"Homme",NA,665,"Dakar",5,"Urbain",NA,27,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168254449,21,"Femme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,27,"Chômeur (cherche un emploi)",1,NA,3,NA,"Non applicable (étudiant)",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",3,9,2022,"SEN"
168256007,24,"Homme","Primaire incomplet",660,"Dakar",5,"Urbain",NA,25,"Chômeur (cherche un emploi)",6,NA,3,"O","O - Administration publique et défense",NA,NA,0,1,0,0,1,0,2,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168256008,40,"Homme","Secondaire incomplet",660,"Dakar",5,"Urbain",NA,27,"Employé à temps plein",11,NA,4,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,0,0,1,0,2,"Robinet dans la cour/concession",1,"Oui",5,9,2022,"SEN"
168256009,58,"Femme","Enseignement informel/coranique",660,"Dakar",5,"Urbain",NA,27,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,1,1,0,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168257616,21,"Femme","Primaire complet",660,"Louga",26,"Rural",47,77,"Chômeur (cherche un emploi)",NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,6,"Puits protégé",2,"Oui",4,9,2022,"SEN"
168257617,20,"Homme","Secondaire incomplet",660,"Louga",26,"Rural",47,77,"Employé à temps partiel",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Fontaine publique",3,"Oui",4,9,2022,"SEN"
168257761,32,"Homme","Primaire incomplet",660,"Louga",26,"Rural",47,77,"Chômeur (cherche un emploi)",NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,6,"Fontaine publique",1,"Non",NA,9,2022,"SEN"
168257762,28,"Femme","Aucun enseignement formel",660,"Louga",26,"Rural",47,77,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,0,3,"Fontaine publique",3,"Non",NA,9,2022,"SEN"
168258252,30,"Femme","Enseignement informel/coranique",660,"Louga",26,"Rural",47,77,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,0,0,0,0,1,1,2,"Robinet dans la maison",1,"Non",NA,9,2022,"SEN"
168258253,70,"Homme","Enseignement informel/coranique",660,"Louga",26,"Rural",47,77,"Inactif (ne cherche pas)",7777,6,1,NA,NA,"O","O - Administration publique et défense",0,1,0,NA,1,1,NA,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168258382,34,"Homme",NA,666,"Dakar",4,"Urbain",4,19,"Employé à temps partiel",NA,NA,0,NA,NA,NA,NA,0,1,0,1,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168258726,70,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Urbain",28,53,"Inactif (ne cherche pas)",5,NA,2,"C","C - Industrie manufacturière",NA,NA,1,1,1,1,1,0,5,"Robinet dans la cour/concession",2,"Oui",4,9,2022,"SEN"
168258727,23,"Homme","Primaire complet",660,"Kaffrine",13,"Urbain",28,53,"Chômeur (cherche un emploi)",3,NA,2,"A","A - Agriculture, sylviculture et pêche",NA,NA,0,0,0,0,1,1,2,"Robinet dans la cour/concession",2,"Oui",5,9,2022,"SEN"
168259143,64,"Homme","Primaire complet",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",3,NA,3,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,0,0,1,0,3,"Robinet dans la cour/concession",1,"Non",NA,9,2022,"SEN"
168259144,55,"Femme","Aucun enseignement formel",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",5,NA,4,"C","C - Industrie manufacturière",NA,NA,1,0,0,0,1,0,2,"Source/rivière",3,"Non",NA,9,2022,"SEN"
168259149,45,"Homme","Secondaire complet",660,"Kaffrine",13,"Urbain",28,53,"Employé à temps partiel",3,NA,3,"A","A - Agriculture, sylviculture et pêche",NA,NA,0,1,0,0,1,1,3,"Robinet dans la maison",2,"Oui",5,9,2022,"SEN"
168259150,61,"Femme","Primaire complet",660,"Kaffrine",13,"Urbain",28,53,"Inactif (ne cherche pas)",4,NA,4,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",2,"Oui",3,9,2022,"SEN"
168259548,37,"Homme",NA,660,"Kaffrine",13,"Urbain",28,53,"Employé à temps plein",11,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,1,1,1,6,"Robinet dans la cour/concession",2,"Oui",1,9,2022,"SEN"
168259581,30,"Femme","Secondaire incomplet",660,"Kaffrine",13,"Urbain",28,53,"Chômeur (cherche un emploi)",2,NA,3,NA,"Non applicable (femme au foyer)",NA,NA,1,1,1,0,1,1,5,"Robinet dans la maison",1,"Oui",2,9,2022,"SEN"
168259667,57,"Homme","Aucun enseignement formel",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",3,NA,4,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,0,0,0,1,0,2,"Source/rivière",3,"Non",NA,9,2022,"SEN"
168259668,34,"Femme","Enseignement informel/coranique",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",2,NA,4,NA,"Non applicable (femme au foyer)",NA,NA,1,0,0,0,1,0,2,"Source/rivière",3,"Non",NA,9,2022,"SEN"
168260369,25,"Homme","Aucun enseignement formel",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",3,NA,3,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,0,0,0,1,0,2,"Source/rivière",3,"Non",NA,9,2022,"SEN"
168260370,35,"Femme","Secondaire incomplet",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,0,0,0,1,NA,NA,"Puits non protégé",3,"Non",NA,9,2022,"SEN"
168260404,18,"Femme","Secondaire incomplet",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",1,NA,2,NA,"Non applicable (étudiant)",NA,NA,1,1,0,1,1,1,5,"Source/rivière",3,"Non",NA,9,2022,"SEN"
168260553,57,"Femme","Secondaire complet",660,"Dakar",3,"Urbain",3,16,"Inactif (ne cherche pas)",2,NA,2,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168260554,53,"Homme","Primaire complet",666,"Dakar",3,"Urbain",3,16,"Inactif (ne cherche pas)",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,0,1,1,1,1,1,5,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168260752,18,"Homme","Secondaire incomplet",662,"Thiès",40,"Rural",75,106,"Inactif (ne cherche pas)",1,NA,2,NA,"Non applicable (étudiant)",NA,NA,1,0,0,0,1,1,3,"Source/rivière",3,"Non",NA,9,2022,"SEN"
168260989,35,"Femme","Primaire incomplet",2,"Dakar",4,"Urbain",5,20,"Employé à temps partiel",5,NA,3,"C","C - Industrie manufacturière",NA,NA,1,1,0,0,1,1,4,"Robinet dans la cour/concession",2,"Oui",2,9,2022,"SEN"
168260990,22,"Homme",NA,660,"Dakar",4,"Urbain",5,20,"Inactif (ne cherche pas)",1,NA,2,NA,"Non applicable (étudiant)",NA,NA,0,1,0,1,1,1,4,"Robinet dans la maison",1,"Oui",1,9,2022,"SEN"
168261580,35,"Femme","Aucun enseignement formel",660,"Louga",26,"Rural",47,77,"Inactif (ne cherche pas)",3,NA,3,"A","A - Agriculture, sylviculture et pêche",NA,NA,1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168261581,19,"Homme","Primaire incomplet",660,"Louga",26,"Rural",47,77,"Chômeur (cherche un emploi)",7777,0,2,NA,NA,NA,"Non applicable (sans emploi)",1,1,0,0,1,1,4,"Robinet dans la maison",1,"Oui",5,9,2022,"SEN"
168262396,19,"Femme","Secondaire incomplet",660,"Kaffrine",13,"Urbain",28,53,"Inactif (ne cherche pas)",1,NA,2,NA,"Non applicable (étudiant)",NA,NA,1,1,1,1,1,NA,NA,"Robinet dans la maison",1,"Oui",3,9,2022,"SEN"
168262397,55,"Homme","Secondaire incomplet",660,"Kaffrine",13,"Urbain",28,53,"Inactif (ne cherche pas)",7777,NA,3,NA,NA,NA,NA,1,1,1,0,1,NA,NA,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168262765,55,"Femme",NA,660,"Dakar",4,"Urbain",4,19,"Employé à temps plein",NA,NA,0,NA,NA,NA,NA,1,1,1,1,1,1,6,"Robinet dans la maison",2,"Oui",4,9,2022,"SEN"
168262774,70,"Homme","Secondaire complet",660,"Dakar",4,"Urbain",5,20,"Inactif (ne cherche pas)",7777,10,2,NA,NA,"T","T - Ménages en tant qu'employeurs",1,1,0,1,1,1,5,"Robinet dans la maison",1,"Oui",3,9,2022,"SEN"
168262785,33,"Femme","Enseignement informel/coranique",660,"Dakar",4,"Urbain",5,20,"Employé à temps plein",4,NA,3,"G","G - Commerce; réparation d'automobiles",NA,NA,1,1,1,0,1,1,5,"Robinet dans la cour/concession",2,"Oui",4,9,2022,"SEN"
168283486,58,"Femme","Aucun enseignement formel",666,"Dakar",3,"Urbain",3,16,"Chômeur (cherche un emploi)",2,NA,4,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,0,3,"Robinet dans la maison",1,"Oui",4,9,2022,"SEN"
168284376,48,"Homme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Chômeur (cherche un emploi)",0,NA,4,NA,"Non applicable (sans emploi)",NA,NA,1,1,0,0,1,0,3,"Puits protégé",3,"Non",NA,9,2022,"SEN"
168287082,19,"Femme","Aucun enseignement formel",660,"Kaffrine",13,"Rural",25,50,"Inactif (ne cherche pas)",2,NA,4,NA,"Non applicable (femme au foyer)",NA,NA,1,1,0,0,1,0,3,"Robinet dans la maison",1,"Non",NA,9,2022,"SEN"
