"id_individu","rep_age","rep_genre","rep_niveau_etudes","rep_langue_domicile","region","departement","milieu","commune","arrondismt","source_eau","assainissement","electricite_acces","electricite_freq","manque_nourriture","manque_eau","manque_soins","manque_combustible","manque_revenus","prive_manque_nourriture","prive_manque_eau","prive_manque_soins","prive_manque_combustible","prive_manque_revenus","indice_privation","groupe_privation","round_afrobarometer","annee_enquete","pays","poids"
168437337,63,"Homme","Enseignement informel/coranique",660,"Matam",27,"Urbain",54,85,"Robinet dans la maison",1,"Non",NA,1,2,0,1,1,0,1,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168437338,18,"Femme","Secondaire incomplet",661,"Matam",27,"Urbain",54,85,"Robinet dans la maison",1,"Non",NA,1,2,1,1,1,0,1,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168437731,30,"Femme","Aucun enseignement formel",660,"Fatick",10,"Rural",21,44,"Robinet dans la maison",1,"Non",NA,0,3,3,4,4,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168437732,45,"Homme","Enseignement informel/coranique",660,"Fatick",10,"Rural",21,44,"Source/rivière",3,"Oui",4,3,0,3,3,4,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168438294,25,"Femme",NA,2,"Louga",24,"Rural",42,71,"Robinet dans la maison",1,"Oui",4,3,3,2,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168438295,42,"Homme","Enseignement informel/coranique",660,"Louga",24,"Rural",42,71,"Robinet dans la maison",1,"Oui",5,0,0,2,3,3,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168438845,29,"Homme","Enseignement informel/coranique",661,"Matam",27,"Urbain",54,85,"Robinet dans la maison",1,"Oui",5,0,3,2,0,3,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168438846,24,"Femme","Primaire incomplet",661,"Matam",27,"Urbain",54,85,"Robinet dans la maison",1,"Oui",5,0,2,2,0,2,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168449117,19,"Femme","Secondaire incomplet",662,"Thiès",41,"Rural",80,111,"Robinet dans la cour/concession",2,"Oui",4,4,2,2,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168449389,20,"Homme","Secondaire incomplet",662,"Thiès",41,"Rural",80,111,"Robinet dans la cour/concession",2,"Oui",4,0,0,1,0,1,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168451397,19,"Femme","Primaire incomplet",663,"Tambacounda",39,"Rural",72,103,"Puits non protégé",3,"Non",NA,3,2,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168451670,30,"Homme",NA,661,"Tambacounda",39,"Rural",72,103,"Puits protégé",3,"Non",NA,3,2,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168451724,21,"Femme","Secondaire incomplet",664,"Tambacounda",39,"Rural",72,103,"Robinet dans la maison",1,"Non",NA,3,3,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168451725,64,"Homme",NA,664,"Tambacounda",39,"Rural",72,103,"Robinet dans la maison",1,"Non",NA,2,3,2,0,2,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168451867,38,"Homme","Secondaire incomplet",2,"Tambacounda",39,"Rural",72,103,"Source/rivière",3,"Non",NA,1,2,2,3,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168451868,35,"Femme","Primaire incomplet",660,"Tambacounda",39,"Rural",72,103,"Source/rivière",3,"Non",NA,0,3,3,0,3,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168451978,32,"Femme","Enseignement informel/coranique",661,"Tambacounda",39,"Rural",72,103,"Fontaine publique",3,"Non",NA,2,2,2,2,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168452073,20,"Homme","Enseignement informel/coranique",NA,"Tambacounda",39,"Rural",72,103,"Puits protégé",3,"Non",NA,2,2,2,2,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168452665,75,"Homme","Aucun enseignement formel",662,"Thiès",41,"Rural",80,111,"Robinet dans la maison",1,"Oui",5,3,2,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168452666,54,"Femme","Aucun enseignement formel",662,"Thiès",41,"Rural",80,111,"Robinet dans la maison",1,"Oui",5,2,2,1,2,2,1,1,0,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168453473,46,"Femme","Aucun enseignement formel",662,"Thiès",41,"Rural",80,111,"Robinet dans la maison",1,"Oui",3,0,0,1,1,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168453474,31,"Homme","Secondaire incomplet",662,"Thiès",41,"Rural",80,111,"Robinet dans la maison",1,"Oui",4,0,0,2,2,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168456129,40,"Femme","Aucun enseignement formel",662,"Thiès",41,"Rural",80,111,"Robinet dans la cour/concession",3,"Oui",2,2,0,0,2,3,1,0,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168456130,59,"Homme","Primaire incomplet",662,"Thiès",41,"Rural",80,111,"Robinet dans la cour/concession",1,"Oui",2,0,0,2,2,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168467071,46,"Homme","Enseignement informel/coranique",660,"Fatick",10,"Rural",21,44,"Robinet dans la maison",1,"Oui",4,0,2,2,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168467072,19,"Femme","Aucun enseignement formel",660,"Fatick",10,"Rural",21,44,"Robinet dans la maison",1,"Oui",4,2,3,2,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168468340,60,"Femme","Aucun enseignement formel",660,"Diourbel",NA,"Urbain",17,40,NA,1,"Oui",5,0,3,3,2,0,0,1,1,1,0,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168468921,49,"Homme","Primaire complet",660,"Diourbel",NA,"Urbain",17,40,"Robinet dans la maison",3,"Oui",4,4,2,3,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168472827,68,"Femme","Aucun enseignement formel",662,"Fatick",10,"Rural",21,45,"Robinet dans la maison",1,"Oui",5,3,0,2,2,3,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168472828,65,"Homme","Secondaire complet",662,"Fatick",10,"Rural",21,45,"Robinet dans la maison",1,"Oui",4,0,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168473520,25,"Homme","Primaire incomplet",662,"Fatick",10,"Rural",21,45,"Robinet dans la maison",1,"Oui",5,0,0,3,0,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168474204,30,"Femme","Secondaire incomplet",661,"Matam",28,"Rural",52,83,"Source/rivière",1,"Non",NA,1,3,0,0,1,0,1,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168474205,30,"Homme",NA,661,"Matam",28,"Rural",52,83,"Source/rivière",3,"Non",NA,0,4,0,0,1,0,1,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168477337,23,"Femme","Enseignement informel/coranique",662,"Fatick",10,"Rural",21,45,"Puits protégé",1,"Oui",4,0,2,2,2,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168479630,35,"Femme","Aucun enseignement formel",662,"Diourbel",NA,"Urbain",17,40,NA,3,"Oui",4,0,3,2,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168482209,19,"Femme","Primaire incomplet",662,"Fatick",10,"Rural",21,45,"Robinet dans la maison",1,"Oui",2,0,0,1,0,1,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168482210,55,"Homme","Primaire incomplet",662,"Fatick",10,"Rural",21,45,"Robinet dans la cour/concession",1,"Oui",2,2,1,3,0,3,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168483371,22,"Femme","Secondaire incomplet",661,"Matam",28,"Rural",52,83,"Puits protégé",1,"Non",NA,2,3,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168483372,53,"Homme","Enseignement informel/coranique",661,"Matam",28,"Rural",52,83,"Puits protégé",1,"Non",NA,2,2,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168483404,59,"Homme","Enseignement informel/coranique",660,"Matam",28,"Rural",52,83,"Puits protégé",3,"Non",NA,1,2,3,0,3,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168483405,50,"Femme","Aucun enseignement formel",660,"Matam",28,"Rural",52,83,"Source/rivière",3,"Non",NA,4,3,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168483524,50,"Femme","Aucun enseignement formel",661,"Matam",28,"Rural",52,83,"Fontaine publique",3,"Non",NA,3,3,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168483535,18,"Homme","Secondaire incomplet",661,"Matam",28,"Rural",52,83,"Fontaine publique",3,"Non",NA,3,4,3,3,2,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168492519,60,"Homme","Enseignement informel/coranique",660,"Fatick",10,"Rural",21,44,"Robinet dans la maison",1,"Oui",2,0,0,2,0,2,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168492520,31,"Femme","Enseignement informel/coranique",661,"Fatick",10,"Rural",21,44,"Fontaine publique",3,"Non",NA,2,2,2,0,2,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168492521,42,"Homme","Primaire incomplet",662,"Fatick",10,"Rural",21,45,"Robinet dans la maison",1,"Oui",2,0,0,0,2,2,0,0,0,1,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168492522,43,"Femme","Enseignement informel/coranique",662,"Fatick",10,"Rural",21,45,"Robinet dans la maison",1,"Oui",2,0,0,2,0,2,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168496407,58,"Homme","Aucun enseignement formel",661,"Tambacounda",37,"Rural",69,100,"Source/rivière",3,"Non",NA,2,2,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168497162,20,"Femme","Aucun enseignement formel",661,"Tambacounda",37,"Rural",69,100,"Source/rivière",3,"Non",NA,3,3,4,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168497269,20,"Homme","Enseignement informel/coranique",661,"Tambacounda",37,"Rural",69,100,"Source/rivière",3,"Non",NA,0,0,0,2,2,0,0,0,1,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168499312,40,"Femme","Aucun enseignement formel",660,"Louga",24,"Rural",42,71,"Robinet dans la maison",1,"Oui",5,0,4,0,2,3,0,1,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168499313,48,"Homme","Aucun enseignement formel",660,"Louga",24,"Rural",42,71,"Robinet dans la maison",1,"Oui",5,3,2,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168499352,18,"Femme","Secondaire incomplet",660,"Diourbel",NA,"Urbain",17,40,"Puits protégé",3,"Oui",5,0,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168499552,52,"Homme",NA,660,"Diourbel",NA,"Urbain",17,40,NA,3,"Oui",5,3,4,4,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168499583,19,"Femme","Secondaire incomplet",661,"Kolda",21,"Rural",37,65,"Source/rivière",3,"Non",NA,3,3,1,2,2,1,1,0,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168500121,75,"Homme","Enseignement informel/coranique",660,"Thiès",41,"Rural",78,109,"Robinet dans la maison",1,"Oui",4,0,1,1,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168500131,51,"Femme","Aucun enseignement formel",660,"Thiès",41,"Rural",78,109,"Robinet dans la cour/concession",1,"Oui",4,2,2,2,1,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168500400,41,"Homme","Secondaire incomplet",660,"Diourbel",NA,"Urbain",17,40,NA,3,"Oui",4,0,4,3,0,0,0,1,1,0,0,2,"Privation modérée (2 types)",9,2022,"SEN",1
168500419,52,"Homme","Aucun enseignement formel",660,"Diourbel",NA,"Urbain",17,40,"Robinet dans la maison",1,"Oui",5,0,4,2,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168500420,29,"Femme","Aucun enseignement formel",660,"Diourbel",NA,"Urbain",17,40,"Robinet dans la maison",1,"Oui",5,1,2,1,2,2,0,1,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168500873,33,"Homme","Secondaire incomplet",661,"Kolda",21,"Rural",37,65,"Source/rivière",3,"Non",NA,1,1,3,0,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168500955,84,"Homme","Aucun enseignement formel",660,"Thiès",41,"Rural",78,109,"Robinet dans la maison",1,"Oui",5,1,1,0,1,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168500999,30,"Homme","Enseignement informel/coranique",660,"Thiès",41,"Rural",78,109,"Robinet dans la cour/concession",1,"Oui",4,0,2,3,0,0,0,1,1,0,0,2,"Privation modérée (2 types)",9,2022,"SEN",1
168501000,55,"Femme","Enseignement informel/coranique",660,"Thiès",41,"Rural",78,109,"Robinet dans la cour/concession",1,"Oui",2,0,2,2,0,2,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168501016,52,"Homme","Secondaire incomplet",661,"Tambacounda",37,"Rural",69,100,"Fontaine publique",3,"Non",NA,2,3,3,0,2,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168501023,19,"Femme","Secondaire complet",660,"Thiès",41,"Rural",78,109,"Robinet dans la cour/concession",2,"Oui",5,1,2,1,2,2,0,1,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168501061,51,"Femme","Primaire incomplet",661,"Tambacounda",37,"Rural",69,100,"Robinet dans la maison",2,"Non",NA,2,4,3,1,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168501092,70,"Homme","Aucun enseignement formel",661,"Tambacounda",37,"Rural",69,100,"Robinet dans la maison",2,"Non",NA,4,0,1,0,4,1,0,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168501109,18,"Femme","Primaire complet",661,"Tambacounda",37,"Rural",69,100,"Source/rivière",3,"Non",NA,2,3,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168501236,40,"Femme","Enseignement informel/coranique",661,"Tambacounda",37,"Rural",69,100,"Puits non protégé",3,"Non",NA,0,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168501412,22,"Femme",NA,660,"Thiès",41,"Rural",78,109,"Robinet dans la cour/concession",2,"Oui",4,0,2,2,0,4,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168501413,41,"Homme","Primaire incomplet",660,"Thiès",41,"Rural",78,109,"Robinet dans la cour/concession",1,"Oui",4,0,0,0,0,3,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168505653,19,"Femme","Secondaire incomplet",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",5,2,0,0,0,0,1,0,0,0,0,1,"Privation légère (1 type)",9,2022,"SEN",1
168505654,54,"Homme","Enseignement informel/coranique",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",5,2,0,3,0,4,1,0,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168506451,35,"Homme","Secondaire incomplet",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",5,3,0,1,0,2,1,0,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168506452,29,"Femme","Aucun enseignement formel",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",5,2,2,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168506572,19,"Femme","Secondaire incomplet",661,"Kolda",21,"Rural",37,65,"Puits non protégé",3,"Non",NA,0,0,1,0,1,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168507250,28,"Homme","Secondaire incomplet",661,"Kolda",21,"Rural",37,65,"Puits non protégé",3,"Non",NA,1,0,0,2,3,0,0,0,1,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168507470,51,"Homme","Enseignement informel/coranique",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",2,2,3,3,1,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168507516,25,"Femme","Aucun enseignement formel",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",2,"Non",NA,3,3,3,4,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168508337,38,"Femme","Primaire complet",661,"Kolda",21,"Rural",37,65,"Source/rivière",2,"Non",NA,4,4,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168508338,22,"Homme",NA,661,"Kolda",21,"Rural",37,65,"Source/rivière",3,"Non",NA,3,4,3,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168508565,62,"Homme","Primaire incomplet",661,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",2,0,3,2,1,1,0,1,1,0,0,2,"Privation modérée (2 types)",9,2022,"SEN",1
168508566,40,"Femme","Aucun enseignement formel",660,"Matam",28,"Rural",51,82,"Robinet dans la maison",1,"Oui",2,1,0,0,0,0,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168509362,60,"Femme","Aucun enseignement formel",661,"Kolda",21,"Rural",37,65,"Source/rivière",3,"Non",NA,2,2,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168509363,28,"Homme","Primaire complet",661,"Kolda",21,"Rural",37,65,"Source/rivière",3,"Non",NA,0,0,1,1,3,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168510299,18,"Femme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Robinet dans la maison",1,"Non",NA,2,0,1,0,2,1,0,0,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168510300,42,"Homme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Robinet dans la maison",1,"Non",NA,0,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168510609,18,"Homme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Fontaine publique",1,"Non",NA,0,4,3,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168510610,50,"Femme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Robinet dans la maison",1,"Non",NA,3,4,3,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168510763,35,"Femme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Robinet dans la maison",1,"Non",NA,0,3,2,3,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168510764,35,"Homme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Robinet dans la maison",1,"Non",NA,0,4,4,4,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168513728,20,"Femme","Secondaire incomplet",2,"Thiès",41,"Urbain",86,119,"Robinet dans la maison",1,"Oui",4,0,0,0,0,4,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168513729,18,"Homme","Secondaire incomplet",660,"Thiès",41,"Urbain",86,119,"Robinet dans la cour/concession",2,"Oui",4,0,0,3,0,3,0,0,1,0,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168513791,41,"Homme","Primaire incomplet",NA,"Thiès",41,"Urbain",86,119,"Robinet dans la cour/concession",1,"Oui",2,2,0,3,2,2,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168513792,60,"Femme","Aucun enseignement formel",660,"Thiès",41,"Urbain",86,119,"Robinet dans la maison",1,"Oui",2,2,0,2,2,2,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168516165,32,"Homme",NA,660,"Thiès",41,"Urbain",86,119,"Robinet dans la maison",1,"Oui",4,0,0,1,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168516166,32,"Femme","Secondaire incomplet",660,"Thiès",41,"Urbain",86,119,"Robinet dans la maison",1,"Oui",4,0,0,1,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168516241,61,"Homme","Primaire incomplet",660,"Thiès",41,"Urbain",86,119,"Robinet dans la maison",1,"Oui",5,1,2,2,1,2,0,1,1,0,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168516275,79,"Femme","Primaire incomplet",660,"Thiès",41,"Urbain",86,119,"Robinet dans la maison",1,"Oui",5,0,0,1,0,1,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168517695,38,"Homme","Enseignement informel/coranique",660,"Diourbel",NA,"Rural",14,37,NA,1,"Oui",4,0,2,3,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168517696,54,"Femme","Primaire incomplet",660,"Diourbel",NA,"Rural",14,37,NA,1,"Oui",4,0,2,3,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168517712,41,"Homme","Primaire incomplet",661,"Diourbel",NA,"Rural",14,37,"Fontaine publique",3,"Non",NA,2,4,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168517713,45,"Femme","Aucun enseignement formel",660,"Diourbel",NA,"Rural",14,37,"Robinet dans la maison",1,"Oui",4,2,2,2,2,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168518492,33,"Homme",NA,660,"Diourbel",NA,"Rural",14,37,"Puits protégé",3,"Oui",5,0,0,0,2,2,0,0,0,1,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168518493,35,"Femme","Aucun enseignement formel",660,"Diourbel",NA,"Rural",14,37,"Puits protégé",1,"Oui",5,2,3,0,2,4,1,1,0,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168519374,63,"Homme","Aucun enseignement formel",660,"Diourbel",NA,"Rural",14,37,"Robinet dans la maison",1,"Oui",5,3,3,4,3,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168519458,26,"Femme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Source/rivière",3,"Non",NA,2,2,2,4,4,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168519459,39,"Homme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,58,"Source/rivière",3,"Non",NA,0,2,2,3,3,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168519460,52,"Homme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,59,"Robinet dans la maison",1,"Non",NA,0,2,2,2,2,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168519461,38,"Femme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,59,"Robinet dans la maison",1,"Non",NA,0,3,3,3,4,0,1,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168519699,38,"Femme","Secondaire incomplet",660,"Diourbel",NA,"Urbain",17,37,"Robinet dans la maison",1,"Oui",5,3,4,2,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168520716,18,"Homme","Primaire incomplet",660,"Kaolack",18,"Rural",32,59,"Robinet dans la cour/concession",3,"Non",NA,3,2,4,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168520717,27,"Femme","Aucun enseignement formel",660,"Kaolack",18,"Rural",32,59,"Puits protégé",3,"Non",NA,2,4,3,3,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168521921,24,"Femme","Secondaire incomplet",660,"Kaolack",18,"Rural",32,59,"Robinet dans la maison",1,"Oui",3,0,0,2,3,4,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168521922,34,"Homme","Secondaire incomplet",660,"Kaolack",18,"Rural",32,59,"Robinet dans la maison",1,"Oui",4,0,0,2,4,2,0,0,1,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168522161,24,"Femme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,59,"Robinet dans la maison",1,"Oui",2,1,0,0,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168522162,24,"Homme","Enseignement informel/coranique",660,"Kaolack",18,"Rural",32,59,"Robinet dans la maison",1,"Oui",2,0,1,1,0,2,0,0,0,0,1,1,"Privation légère (1 type)",9,2022,"SEN",1
168523956,23,"Femme","Secondaire incomplet",661,"Matam",28,"Rural",51,81,"Robinet dans la maison",1,"Oui",5,0,0,0,2,2,0,0,0,1,1,2,"Privation modérée (2 types)",9,2022,"SEN",1
168523957,24,"Homme","Primaire incomplet",661,"Matam",28,"Rural",51,81,"Robinet dans la maison",1,"Oui",5,3,1,0,2,3,1,0,0,1,1,3,"Privation sévère (3+ types)",9,2022,"SEN",1
168525761,39,"Homme","Secondaire incomplet",661,"Matam",28,"Rural",51,81,"Robinet dans la maison",1,"Oui",5,0,0,0,0,1,0,0,0,0,0,0,"Aucune privation",9,2022,"SEN",1
168525762,25,"Femme","Secondaire incomplet",661,"Matam",28,"Rural",51,81,"Robinet dans la maison",1,"Oui",4,2,2,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168526091,62,"Homme","Aucun enseignement formel",661,"Matam",28,"Rural",51,81,"Robinet dans la maison",2,"Oui",2,3,1,3,3,3,1,0,1,1,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168526092,33,"Femme","Enseignement informel/coranique",661,"Matam",28,"Rural",51,81,"Robinet dans la maison",1,"Oui",2,3,3,3,2,3,1,1,1,1,1,5,"Privation sévère (3+ types)",9,2022,"SEN",1
168526973,65,"Homme","Aucun enseignement formel",661,"Tambacounda",36,"Rural",68,NA,"Source/rivière",3,"Non",NA,2,2,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168526974,34,"Femme","Aucun enseignement formel",661,"Tambacounda",36,"Rural",68,NA,"Source/rivière",3,"Non",NA,2,2,2,0,4,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168526993,70,"Homme","Enseignement informel/coranique",661,"Tambacounda",36,"Rural",68,NA,"Fontaine publique",3,"Non",NA,3,3,3,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
168526994,51,"Femme","Aucun enseignement formel",661,"Tambacounda",36,"Rural",68,NA,"Fontaine publique",3,"Non",NA,3,4,2,0,3,1,1,1,0,1,4,"Privation sévère (3+ types)",9,2022,"SEN",1
